room_reservation_id,reservation_ref_no,room_no,reserved_date,booking_status,room_type,negotiated_price,no_of_occupant,no_of_adults,no_of_children,no_of_children_above_six,no_of_extra_beds,negotiated_extra_bed_rate,ep,ep_count,ep_rate,cp,cp_count,cp_rate,map_lunch,map_lunch_count,map_lunch_rate,ap,ap_count,ap_rate,total_room_amount,room_rate,total_without_tax,breakfast_count,lunch_count,dinner_count,breakfast_price,lunch_price,dinner_price,other_meal,other_meal_count,other_meal_rate,bst,service_charge,reservation_status,entered_by,map_dinner,map_dinner_count,map_dinner_rate,schedule_type,cnb_count_six_to_ten,cnb_count_below_six,foc
11056,RES_16052026_01716,5051,2026-06-04,open,Family Apartment(King),1662.34,2,2,0,0,0,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3450.01,1662.34,2987.02,0,0,0,277.06,385.28,385.28,f,0,0.00,1.00,1.00,reserved,,t,2,1324.68,single,0,0,f
11382,RES_30052026_01815,302,2026-06-03,open,Standard Double,1662.34,2,2,0,0,0,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3450.01,1662.34,2987.02,2,0,2,277.06,385.28,385.28,f,0,0.00,1.00,1.00,reserved,,t,2,1324.68,single,0,0,f
11057,RES_16052026_01716,6032,2026-06-04,open,Family Apartment(Twin),1662.34,2,2,0,0,0,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3450.01,1662.34,2987.02,0,0,0,277.06,385.28,385.28,f,0,0.00,1.00,1.00,reserved,,t,2,1324.68,single,0,0,f
11058,RES_16052026_01716,602,2026-06-04,open,Executive Apartment,1662.34,2,2,0,0,0,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3450.01,1662.34,2987.02,0,0,0,277.06,385.28,385.28,f,0,0.00,1.00,1.00,reserved,,t,2,1324.68,single,0,0,f
11059,RES_16052026_01716,601,2026-06-04,open,Deluxe Studio Apartment,1662.34,2,2,0,0,0,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3450.01,1662.34,2987.02,0,0,0,277.06,385.28,385.28,f,0,0.00,1.00,1.00,reserved,,t,2,1324.68,single,0,0,f
11060,RES_16052026_01716,5052,2026-06-04,open,Family Apartment(Twin),1662.34,2,2,0,0,0,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3450.01,1662.34,2987.02,0,0,0,277.06,385.28,385.28,f,0,0.00,1.00,1.00,reserved,,t,2,1324.68,single,0,0,f
11469,RES_02062026_01834,301,2026-06-03,open,Standard Single,1662.34,0,0,0,0,0,900.00,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,1920.00,1662.34,1662.34,0,0,0,360.00,420.00,480.00,f,0,0.00,1.00,1.00,reserved,GM,f,0,0.00,single,0,0,t
11470,RES_02062026_01834,301,2026-06-02,open,Standard Single,1662.34,0,0,0,0,0,900.00,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,1920.00,1662.34,1662.34,0,0,0,360.00,420.00,480.00,f,0,0.00,1.00,1.00,reserved,GM,f,0,0.00,single,0,0,t
11173,RES_28042026_01593,602,2026-05-31,close,Executive Apartment,1662.34,2,2,0,0,0,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3860.40,1662.34,3342.34,0,0,0,360.00,420.00,480.00,f,0,0.00,1.00,1.00,reserved,,t,2,1680.00,multiple,0,0,f
11174,RES_28042026_01593,502,2026-06-07,close,Executive Apartment,1038.34,2,2,0,0,0,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3139.68,1662.34,2718.34,0,0,0,360.00,420.00,480.00,f,0,0.00,1.00,1.00,reserved,,t,2,1680.00,multiple,0,0,f
11175,RES_21052026_01750,304,2026-06-02,open,Executive,1662.34,3,3,0,0,1,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,4200.00,1662.34,3636.36,3,0,3,173.16,294.37,294.37,f,0,0.00,1.00,1.00,reserved,,t,3,1402.59,multiple,0,0,f
11276,RES_25052026_01779,303,2026-06-07,open,Standard Double,1662.34,2,2,0,0,0,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3200.00,1662.34,2770.56,2,0,2,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,,t,2,1108.22,multiple,0,0,f
11274,RES_25052026_01779,306,2026-06-02,open,Deluxe Double,1662.34,3,3,0,0,1,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,4500.00,1662.34,3896.10,3,0,3,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,,t,3,1662.33,multiple,0,0,f
11275,RES_25052026_01779,302,2026-06-07,open,Standard Double,1662.34,2,2,0,0,0,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3200.00,1662.34,2770.56,2,0,2,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,,t,2,1108.22,multiple,0,0,f
11176,RES_21052026_01750,304,2026-06-07,open,Executive,1662.34,3,3,0,0,1,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,4200.00,1662.34,3636.36,3,0,3,173.16,294.37,294.37,f,0,0.00,1.00,1.00,reserved,,t,3,1402.59,multiple,0,0,f
11278,RES_25052026_01779,306,2026-06-07,open,Deluxe Double,1662.34,2,2,0,0,0,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3200.00,1662.34,2770.56,2,0,2,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,,t,2,1108.22,multiple,0,0,f
11177,RES_21052026_01751,307,2026-06-10,open,Deluxe Double,1662.34,2,2,0,0,0,588.74,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3400.02,1662.34,2943.74,2,0,2,277.06,363.64,363.64,f,0,0.00,1.00,1.00,reserved,,t,2,1281.40,multiple,0,0,f
11277,RES_25052026_01779,305,2026-06-07,open,Deluxe Double,1662.34,2,2,0,0,0,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3200.00,1662.34,2770.56,2,0,2,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,,t,2,1108.22,multiple,0,0,f
11279,RES_25052026_01779,301,2026-06-07,open,Standard Single,1662.34,3,3,0,0,1,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,4500.00,1662.34,3896.10,3,0,3,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,,t,3,1662.33,multiple,0,0,f
11178,RES_21052026_01751,307,2026-06-16,open,Deluxe Double,1662.34,2,2,0,0,0,588.74,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3400.02,1662.34,2943.74,2,0,2,277.06,363.64,363.64,f,0,0.00,1.00,1.00,reserved,,t,2,1281.40,multiple,0,0,f
11179,RES_21052026_01752,701,2026-06-07,open,Deluxe Studio Apartment,1662.34,2,2,0,0,0,735.93,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,1920.00,1662.34,1662.34,0,0,0,268.40,415.58,415.58,f,0,0.00,1.00,1.00,reserved,,f,0,0.00,single,0,0,f
11180,RES_21052026_01752,702,2026-06-07,open,Executive Apartment,1662.34,2,2,0,0,0,735.93,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,1920.00,1662.34,1662.34,0,0,0,268.40,415.58,415.58,f,0,0.00,1.00,1.00,reserved,,f,0,0.00,single,0,0,f
11478,RES_04062026_01846,302,2026-06-06,close,Standard Double,1662.34,3,3,0,0,1,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,5295.01,1662.34,4584.42,3,0,3,277.06,385.28,385.28,f,0,0.00,1.00,1.00,reserved,GM,t,3,1987.02,single,0,0,f
11479,RES_04062026_01846,307,2026-06-06,close,Deluxe Double,1662.34,2,2,0,0,0,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3450.01,1662.34,2987.02,2,0,2,277.06,385.28,385.28,f,0,0.00,1.00,1.00,reserved,GM,t,2,1324.68,single,0,0,f
11181,RES_21052026_01752,7031,2026-06-07,open,Family Apartment(King),1662.34,2,2,0,0,0,735.93,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,1920.00,1662.34,1662.34,0,0,0,268.40,415.58,415.58,f,0,0.00,1.00,1.00,reserved,,f,0,0.00,single,0,0,f
11182,RES_21052026_01752,7032,2026-06-07,open,Family Apartment(Twin),1662.34,2,2,0,0,0,735.93,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,1920.00,1662.34,1662.34,0,0,0,268.40,415.58,415.58,f,0,0.00,1.00,1.00,reserved,,f,0,0.00,single,0,0,f
9617,RES_26032026_01353,205,2026-05-31,open,Deluxe Double,1662.34,3,3,0,0,1,692.64,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,4940.00,1662.34,4277.06,0,0,0,277.06,420.00,363.64,f,0,0.00,1.00,1.00,reserved,,t,3,1922.08,single,0,0,f
11480,RES_04062026_01847,203,2026-06-12,open,Standard Double,1662.34,2,2,0,0,0,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3200.00,1662.34,2770.56,2,0,2,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,GM,t,2,1108.22,single,0,0,f
11481,RES_04062026_01847,202,2026-06-12,open,Standard Double,1662.34,2,2,0,0,0,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3200.00,1662.34,2770.56,2,0,2,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,GM,t,2,1108.22,single,0,0,f
11082,RES_16052026_01722,202,2026-06-07,close,Standard Double,1662.34,2,2,0,0,0,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3300.02,1662.34,2857.16,2,0,2,277.06,320.35,320.35,f,0,0.00,1.00,1.00,reserved,Sherab Dorji,t,2,1194.82,single,0,0,f
11474,RES_03062026_01843,503,2026-06-04,open,Premium Suite,2285.71,3,2,1,0,1,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,5987.98,2285.71,5184.40,3,0,3,311.69,415.58,415.58,f,0,0.00,1.00,1.00,reserved,GM,t,3,1963.63,single,1,0,f
11061,RES_16052026_01716,6031,2026-06-04,open,Family Apartment(King),1662.34,2,2,0,0,0,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3450.01,1662.34,2987.02,0,0,0,277.06,385.28,385.28,f,0,0.00,1.00,1.00,reserved,,t,2,1324.68,single,0,0,f
11475,RES_16052026_01716,301,2026-06-04,open,Standard Single,1662.34,1,1,0,0,0,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,2890.20,1662.34,2502.34,0,0,0,360.00,420.00,480.00,f,0,0.00,1.00,1.00,reserved,GM,t,1,840.00,single,0,0,f
11029,RES_15052026_01705,304,2026-06-09,open,Executive,1789.87,1,1,0,0,0,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,2460.00,1766.23,2129.87,0,0,0,121.21,294.37,294.37,f,0,0.00,1.00,1.00,reserved,,t,1,340.00,multiple,0,0,f
11025,RES_15052026_01705,205,2026-06-04,open,Deluxe Double,1789.87,1,1,0,0,0,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,2460.00,1766.23,2129.87,0,0,0,121.21,294.37,294.37,f,0,0.00,1.00,1.00,reserved,,t,1,340.00,multiple,0,0,f
11026,RES_15052026_01705,301,2026-06-09,open,Standard Single,2257.40,2,2,0,0,0,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3000.00,1766.23,2597.40,0,0,0,121.21,294.37,294.37,f,0,0.00,1.00,1.00,reserved,,t,2,340.00,multiple,0,0,f
11027,RES_15052026_01705,302,2026-06-09,open,Standard Double,2257.40,2,2,0,0,0,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3000.00,1766.23,2597.40,0,0,0,121.21,294.37,294.37,f,0,0.00,1.00,1.00,reserved,,t,2,340.00,multiple,0,0,f
11028,RES_15052026_01705,303,2026-06-09,open,Standard Double,1789.87,1,1,0,0,0,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,2460.00,1766.23,2129.87,0,0,0,121.21,294.37,294.37,f,0,0.00,1.00,1.00,reserved,,t,1,340.00,multiple,0,0,f
11482,RES_05062026_01848,701,2026-06-05,open,Deluxe Studio Apartment,1662.34,2,2,0,0,1,900.00,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,2959.50,1662.34,2562.34,0,0,0,0.00,0.00,0.00,f,0,0.00,1.00,1.00,reserved,GM,f,0,0.00,single,0,0,f
11483,RES_05062026_01849,204,2026-06-09,open,Deluxe Double,1662.34,3,2,1,0,0,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3647.99,1662.34,3158.44,3,0,3,294.37,259.74,259.74,f,0,0.00,1.00,1.00,reserved,GM,t,3,1496.10,single,1,0,f
11484,RES_05062026_01849,203,2026-06-09,open,Standard Double,1662.34,2,2,0,0,0,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3200.00,1662.34,2770.56,2,0,2,294.37,259.74,259.74,f,0,0.00,1.00,1.00,reserved,GM,t,2,1108.22,single,0,0,f
10353,RES_17042026_01513,501,2026-05-31,open,Deluxe Studio Apartment,1662.34,3,3,0,0,1,692.64,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,4940.03,1662.34,4277.08,0,0,0,277.06,363.64,363.64,f,0,0.00,1.00,1.00,reserved,,t,3,1922.10,single,0,0,f
11094,RES_16052026_01727,503,2026-06-05,open,Premium Suite,1661.34,2,2,0,0,0,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,1918.85,1662.34,1661.34,0,0,0,360.00,420.00,480.00,f,0,0.00,1.00,1.00,reserved,Sherab Dorji,f,0,0.00,multiple,0,0,f
11095,RES_16052026_01727,503,2026-06-11,open,Premium Suite,4780.34,2,2,0,0,0,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,5521.29,1662.34,4780.34,0,0,0,360.00,420.00,480.00,f,0,0.00,1.00,1.00,reserved,Sherab Dorji,f,0,0.00,multiple,0,0,f
11503,RES_06062026_01850,7032,2026-06-11,open,Family Apartment(Twin),1662.34,2,2,0,0,0,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3450.01,1662.34,2987.02,2,0,2,277.06,385.28,385.28,f,0,0.00,1.00,1.00,reserved,,t,2,1324.68,single,0,0,f
11504,RES_06062026_01850,7031,2026-06-11,open,Family Apartment(King),1662.34,2,2,0,0,0,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3450.01,1662.34,2987.02,2,0,2,277.06,385.28,385.28,f,0,0.00,1.00,1.00,reserved,,t,2,1324.68,single,0,0,f
11505,RES_06062026_01850,6031,2026-06-11,open,Family Apartment(King),1662.34,2,2,0,0,0,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3450.01,1662.34,2987.02,2,0,2,277.06,385.28,385.28,f,0,0.00,1.00,1.00,reserved,,t,2,1324.68,single,0,0,f
11506,RES_06062026_01850,6032,2026-06-11,open,Family Apartment(Twin),1662.34,2,2,0,0,0,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3450.01,1662.34,2987.02,2,0,2,277.06,385.28,385.28,f,0,0.00,1.00,1.00,reserved,,t,2,1324.68,single,0,0,f
11511,RES_06062026_01851,301,2026-06-11,open,Standard Single,1714.29,2,2,0,0,0,990.00,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,1980.00,1650.00,1714.29,0,0,0,0.00,0.00,0.00,f,0,0.00,1.00,1.00,reserved,GM,f,0,0.00,single,0,0,f
11512,RES_06062026_01852,201,2026-06-06,open,Suite,2285.71,3,2,1,1,1,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,6239.98,2285.71,5402.58,3,0,3,311.69,415.58,415.58,f,0,0.00,1.00,1.00,reserved,GM,t,3,2181.81,single,0,0,f
11195,RES_21052026_01759,701,2026-06-01,open,Deluxe Studio Apartment,1662.34,3,2,1,0,0,1038.96,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3400.02,1662.34,2943.74,2,0,2,277.06,363.64,363.64,f,0,0.00,1.00,1.00,reserved,,t,2,1281.40,single,0,1,f
10845,RES_07052026_01653,306,2026-06-05,open,Deluxe Double,1662.34,2,2,0,0,0,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3200.00,1662.34,2770.56,2,0,2,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,,t,2,1108.22,multiple,0,0,f
10846,RES_07052026_01653,302,2026-06-11,open,Standard Double,1662.34,3,3,0,0,1,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,4500.00,1662.34,3896.10,3,0,3,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,,t,3,1662.33,multiple,0,0,f
10847,RES_07052026_01653,306,2026-06-11,open,Deluxe Double,1662.34,2,2,0,0,0,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3200.00,1662.34,2770.56,2,0,2,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,,t,2,1108.22,multiple,0,0,f
10822,RES_06052026_01645,204,2026-06-05,close,Deluxe Double,1662.34,2,2,0,0,0,935.06,f,0,0.00,t,2,720.00,f,0,0.00,f,0,0.00,2751.60,1662.34,2382.34,0,0,0,360.00,420.00,480.00,f,0,0.00,1.00,1.00,reserved,,f,0,0.00,single,0,0,f
10823,RES_06052026_01645,205,2026-06-05,close,Deluxe Double,1662.34,3,2,1,1,1,935.06,f,0,0.00,t,3,1080.00,f,0,0.00,f,0,0.00,4247.40,1662.34,3677.40,0,0,0,360.00,420.00,480.00,f,0,0.00,1.00,1.00,reserved,,f,0,0.00,single,0,0,f
10824,RES_06052026_01645,206,2026-06-05,close,Deluxe Double,1662.34,3,3,0,0,1,935.06,f,0,0.00,t,3,1080.00,f,0,0.00,f,0,0.00,4247.40,1662.34,3677.40,0,0,0,360.00,420.00,480.00,f,0,0.00,1.00,1.00,reserved,,f,0,0.00,single,0,0,f
11196,RES_22052026_01760,6031,2026-05-31,close,Family Apartment(King),1662.34,1,1,0,0,0,935.06,f,0,0.00,t,1,277.06,f,0,0.00,f,0,0.00,2240.01,1662.34,1939.40,0,0,0,277.06,385.28,385.28,f,0,0.00,1.00,1.00,reserved,,f,0,0.00,single,0,0,f
11197,RES_22052026_01760,6032,2026-05-31,close,Family Apartment(Twin),1662.34,3,3,0,0,1,935.06,f,0,0.00,t,3,831.18,f,0,0.00,f,0,0.00,3960.01,1662.34,3428.58,0,0,0,277.06,385.28,385.28,f,0,0.00,1.00,1.00,reserved,,f,0,0.00,single,0,0,f
11198,RES_22052026_01760,701,2026-05-31,close,Deluxe Studio Apartment,1662.34,1,1,0,0,0,935.06,f,0,0.00,t,1,277.06,f,0,0.00,f,0,0.00,2240.01,1662.34,1939.40,0,0,0,277.06,385.28,385.28,f,0,0.00,1.00,1.00,reserved,,f,0,0.00,single,0,0,f
11312,RES_27052026_01789,7031,2026-06-06,open,Family Apartment(King),1351.00,2,2,0,0,0,692.64,f,0,0.00,t,2,554.12,f,0,0.00,f,0,0.00,2200.41,1662.34,1905.12,2,0,0,277.06,363.64,363.64,f,0,0.00,1.00,1.00,reserved,Sherab Dorji,f,0,0.00,single,0,0,f
11313,RES_27052026_01789,7032,2026-06-06,open,Family Apartment(Twin),1351.00,2,2,0,0,0,692.64,f,0,0.00,t,2,554.12,f,0,0.00,f,0,0.00,2200.41,1662.34,1905.12,2,0,0,277.06,363.64,363.64,f,0,0.00,1.00,1.00,reserved,Sherab Dorji,f,0,0.00,single,0,0,f
11314,RES_27052026_01789,601,2026-06-06,open,Deluxe Studio Apartment,1351.00,2,2,0,0,0,692.64,f,0,0.00,t,2,554.12,f,0,0.00,f,0,0.00,2200.41,1662.34,1905.12,2,0,0,277.06,363.64,363.64,f,0,0.00,1.00,1.00,reserved,Sherab Dorji,f,0,0.00,single,0,0,f
11315,RES_27052026_01789,602,2026-06-06,open,Executive Apartment,1351.00,2,2,0,0,0,692.64,f,0,0.00,t,2,554.12,f,0,0.00,f,0,0.00,2200.41,1662.34,1905.12,2,0,0,277.06,363.64,363.64,f,0,0.00,1.00,1.00,reserved,Sherab Dorji,f,0,0.00,single,0,0,f
11316,RES_27052026_01789,701,2026-06-06,open,Deluxe Studio Apartment,1351.00,2,2,0,0,0,692.64,f,0,0.00,t,2,554.12,f,0,0.00,f,0,0.00,2200.41,1662.34,1905.12,2,0,0,277.06,363.64,363.64,f,0,0.00,1.00,1.00,reserved,Sherab Dorji,f,0,0.00,single,0,0,f
11317,RES_27052026_01789,702,2026-06-06,open,Executive Apartment,1350.00,2,2,0,0,0,692.64,f,0,0.00,t,2,554.12,f,0,0.00,f,0,0.00,2199.26,1662.34,1904.12,2,0,0,277.06,363.64,363.64,f,0,0.00,1.00,1.00,reserved,Sherab Dorji,f,0,0.00,single,0,0,f
11308,RES_27052026_01788,306,2026-06-06,open,Deluxe Double,1559.00,2,2,0,0,0,692.64,f,0,0.00,t,2,346.32,f,0,0.00,f,0,0.00,2200.64,1662.34,1905.32,0,0,0,173.16,363.64,363.64,f,0,0.00,1.00,1.00,reserved,,f,0,0.00,single,0,0,f
11199,RES_22052026_01760,702,2026-05-31,close,Executive Apartment,1662.34,3,3,0,0,1,935.06,f,0,0.00,t,3,831.18,f,0,0.00,f,0,0.00,3960.01,1662.34,3428.58,0,0,0,277.06,385.28,385.28,f,0,0.00,1.00,1.00,reserved,,f,0,0.00,single,0,0,f
11200,RES_22052026_01760,5051,2026-05-31,close,Family Apartment(King),1662.34,1,1,0,0,0,935.06,f,0,0.00,t,1,277.06,f,0,0.00,f,0,0.00,2240.01,1662.34,1939.40,0,0,0,277.06,385.28,385.28,f,0,0.00,1.00,1.00,reserved,,f,0,0.00,single,0,0,f
11201,RES_22052026_01760,5052,2026-05-31,close,Family Apartment(Twin),1662.34,2,2,0,0,0,935.06,f,0,0.00,t,2,554.12,f,0,0.00,f,0,0.00,2560.01,1662.34,2216.46,2,0,0,277.06,385.28,385.28,f,0,0.00,1.00,1.00,reserved,,f,0,0.00,single,0,0,f
11514,RES_07062026_01854,204,2026-06-08,open,Deluxe Double,1662.34,3,3,0,0,1,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,4500.00,1662.34,3896.10,3,0,3,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,,t,3,1662.33,multiple,0,0,f
11515,RES_07062026_01854,205,2026-06-12,open,Deluxe Double,1662.34,3,3,0,0,1,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,4500.00,1662.34,3896.10,3,0,3,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,,t,3,1662.33,multiple,0,0,f
11119,RES_17052026_01729,303,2026-05-31,close,Standard Double,1662.34,2,2,0,0,0,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3500.01,1662.34,3030.31,0,0,0,277.06,420.00,406.93,f,0,0.00,1.00,1.00,reserved,,t,2,1367.97,single,0,0,f
11120,RES_17052026_01729,302,2026-05-31,close,Standard Double,1662.34,2,2,0,0,0,935.06,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3500.01,1662.34,3030.31,0,0,0,277.06,420.00,406.93,f,0,0.00,1.00,1.00,reserved,,t,2,1367.97,single,0,0,f
11520,RES_07062026_01855,5051,2026-06-12,open,Family Apartment(King),1662.34,2,2,0,0,0,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3200.00,1662.34,2770.56,2,0,2,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,,t,2,1108.22,multiple,0,0,f
11518,RES_07062026_01855,206,2026-06-07,open,Deluxe Double,1662.34,2,2,0,0,0,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3200.00,1662.34,2770.56,2,0,2,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,,t,2,1108.22,multiple,0,0,f
11516,RES_07062026_01855,204,2026-06-07,open,Deluxe Double,1662.34,3,3,0,0,1,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,4500.00,1662.34,3896.10,3,0,3,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,,t,3,1662.33,multiple,0,0,f
11519,RES_07062026_01855,502,2026-06-12,open,Executive Apartment,1662.34,3,3,0,0,1,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,4500.00,1662.34,3896.10,3,0,3,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,,t,3,1662.33,multiple,0,0,f
11517,RES_07062026_01855,205,2026-06-07,open,Deluxe Double,1662.34,2,2,0,0,0,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3200.00,1662.34,2770.56,2,0,2,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,,t,2,1108.22,multiple,0,0,f
11166,RES_19052026_01746,601,2026-06-07,open,Deluxe Studio Apartment,1662.34,2,2,0,0,0,658.01,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3800.00,1662.34,3290.04,2,0,2,354.98,458.87,458.87,f,0,0.00,1.00,1.00,reserved,,t,2,1627.70,single,0,0,f
11521,RES_07062026_01855,5052,2026-06-12,open,Family Apartment(Twin),1662.34,2,2,0,0,0,571.43,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3200.00,1662.34,2770.56,2,0,2,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,,t,2,1108.22,multiple,0,0,f
10469,RES_22042026_01551,304,2026-05-31,open,Executive,1662.34,2,2,0,0,0,588.74,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3200.00,1662.34,2770.56,0,0,0,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,,t,2,1108.22,multiple,0,0,f
10470,RES_22042026_01551,307,2026-05-31,open,Deluxe Double,1662.34,2,2,0,0,0,588.74,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3200.00,1662.34,2770.56,2,0,2,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,,t,2,1108.22,multiple,0,0,f
10471,RES_22042026_01551,304,2026-06-05,open,Executive,1917.40,2,2,0,0,0,588.74,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3000.00,1662.34,2597.40,2,0,2,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,,t,2,680.00,multiple,0,0,f
10472,RES_22042026_01551,303,2026-06-05,open,Standard Double,1917.40,2,2,0,0,0,588.74,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,3000.00,1662.34,2597.40,2,0,2,207.79,346.32,346.32,f,0,0.00,1.00,1.00,reserved,,t,2,680.00,multiple,0,0,f
11526,RES_08062026_01857,301,2026-06-08,close,Standard Single,1558.50,1,1,0,0,0,900.00,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,1800.07,1500.00,1558.50,0,0,0,0.00,0.00,0.00,f,0,0.00,1.00,1.00,reserved,Pushpa Maya Mongar,f,0,0.00,single,0,0,f
11527,RES_30052026_01817,304,2026-06-08,open,Executive,1662.34,3,3,0,0,1,502.16,f,0,0.00,f,0,0.00,f,0,0.00,f,0,0.00,2500.00,1662.34,2164.50,0,0,0,360.00,420.00,480.00,f,0,0.00,1.00,1.00,reserved,,f,0,0.00,single,0,0,f
